game,link,platforms,difficulty,time_needed,platinum_rarity,views,guide_rating,guide_rating_count,user_favourites
Baldur's Gate II,https://psnprofiles.com/guide/14533-baldurs-gate-ii-trophy-guide,PS4,7/10,90,10.17%,"20,912",,0,16
Ruiner,https://psnprofiles.com/guide/6539-ruiner-trophy-guide,PS4,7/10,10,10.24%,"39,444",4/5,16,34
The Witcher 3: Wild Hunt – Game of the Year Edition,https://psnprofiles.com/guide/6610-the-witcher-3-wild-hunt-game-of-the-year-edition-trophy-guide,PS4,7/10,110,10.31%,"200,864",5/5,49,326
Spec Ops: The Line,https://psnprofiles.com/guide/4325-spec-ops-the-line-trophy-guide,PS3,7/10,15,10.42%,"58,859",4/5,20,82
永远消失的幻想乡 ～ The Disappearing of Gensokyo,https://psnprofiles.com/guide/14134-%E6%B0%B8%E8%BF%9C%E6%B6%88%E5%A4%B1%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1-the-disappearing-of-gensokyo-trophy-guide,PS4,7/10,25,10.64%,"2,582",,0,0
STAY,https://psnprofiles.com/guide/7976-stay-trophy-guide,Vita,7/10,10,10.71%,"24,188",,0,11
htoL#NiQ: The Firefly Diary,https://psnprofiles.com/guide/2461-htolniq-the-firefly-diary-trophy-guide,Vita,7/10,10,10.89%,"16,367",5/5,9,29
One Step From Eden,https://psnprofiles.com/guide/14151-one-step-from-eden-trophy-guide,PS4,7/10,35,11.09%,"7,264",,0,4
Blasphemous,https://psnprofiles.com/guide/9115-blasphemous-trophy-guide,PS4,7/10,20,11.69%,"246,920",4/5,38,137
Bastion,https://psnprofiles.com/guide/2871-bastion-trophy-guide,PS4 Vita,7/10,13,12.35%,"77,671",4/5,37,153
Deemo Reborn,https://psnprofiles.com/guide/9396-deemo-reborn-trophy-guide,PS4,7/10,20,13.89%,"22,960",,0,13
Asterix & Obelix XXL,https://psnprofiles.com/guide/11113-asterix-obelix-xxl-trophy-guide,PS4,7/10,20,14.97%,"26,208",5/5,6,8
Bill and Ted's Excellent Retro Collection,https://psnprofiles.com/guide/16377-bill-and-teds-excellent-retro-collection-trophy-guide,PS5,7/10,10,15.69%,"3,086",,0,2
Cuphead,https://psnprofiles.com/guide/10624-cuphead-trophy-guide,PS4,7/10,30,16.62%,"234,352",5/5,58,204
Infinity Runner,https://psnprofiles.com/guide/3139-infinity-runner-trophy-guide,PS4,7/10,12,17.42%,"11,516",4/5,6,18
Conan Exiles,https://psnprofiles.com/guide/7501-conan-exiles-trophy-guide,PS4,7/10,50,19.71%,"157,924",4/5,16,79
Demon's Souls,https://psnprofiles.com/guide/11225-demons-souls-trophy-guide,PS5,7/10,40,21.71%,"725,993",5/5,161,498
Bloodborne,https://psnprofiles.com/guide/2603-bloodborne-trophy-guide,PS4,7/10,50,21.74%,"817,196",5/5,205,"1,112"
Sekiro: Shadows Die Twice,https://psnprofiles.com/guide/8525-sekiro-shadows-die-twice-trophy-guide,PS4,7/10,60,27.98%,"518,287",5/5,112,412
Elden Ring,https://psnprofiles.com/guide/13983-elden-ring-trophy-guide,PS4,7/10,80,33.32%,"249,336",5/5,54,277
Deep Black,https://psnprofiles.com/guide/7506-deep-black-trophy-guide,PS3,7/10,10,48.41%,"5,382",,0,8
Ender Lilies: Quietus of the Knights,https://psnprofiles.com/guide/14695-ender-lilies-quietus-of-the-knights-trophy-guide,PS4,7/10,25,55.62%,"33,981",4/5,9,27
DJMax Respect,https://psnprofiles.com/guide/11402-djmax-respect-chunithm-dlc-trophy-guide,PS4,7/10,2,,"3,895",,0,0
Dying Light,https://psnprofiles.com/guide/5958-dying-light-parkour-fever-dlc-trophy-guide,PS4,7/10,2,,"36,927",5/5,14,24
Resident Evil 2,https://psnprofiles.com/guide/8390-resident-evil-2-the-ghost-survivors-dlc-trophy-guide,PS4,7/10,2,,"64,707",5/5,18,26
Dead Cells,https://psnprofiles.com/guide/14125-dead-cells-the-bank-dlc-trophy-guide,PS4,7/10,3,,"9,403",,0,3
DJMax Respect,https://psnprofiles.com/guide/12084-djmax-respect-portable-3-dlc-trophy-guide,PS4,7/10,3,,"2,800",,0,0
Enter The Gungeon,https://psnprofiles.com/guide/5702-enter-the-gungeon-the-supply-drop-update-dlc-trophy-guide,PS4,7/10,4,,"26,165",5/5,5,11
Metal Gear Rising: Revengeance,https://psnprofiles.com/guide/635-metal-gear-rising-revengeance-sams-side-story-dlc-trophy-guide,PS3,7/10,4,,"14,846",4/5,12,20
Dead Cells,https://psnprofiles.com/guide/13963-dead-cells-rise-of-the-giant-1-dlc-trophy-guide,PS4,7/10,5,,"10,456",,0,3
Dead Cells,https://psnprofiles.com/guide/13997-dead-cells-rise-of-the-giant-2-dlc-trophy-guide,PS4,7/10,5,,"7,865",,0,3
Dead Cells,https://psnprofiles.com/guide/14033-dead-cells-derelict-distillery-dlc-trophy-guide,PS4,7/10,5,,"7,819",,0,3
Kung Fury: Street Rage,https://psnprofiles.com/guide/3200-kung-fury-street-rage-trophy-guide,PS4 Vita,7/10,5,,"8,529",,0,13
Carnival Games VR,https://psnprofiles.com/guide/13974-carnival-games-vr-alley-adventure-dlc-trophy-guide,PS4 VR,7/10,5,,"1,272",,0,1
Broforce,https://psnprofiles.com/guide/4299-broforce-trophy-guide,PS4,7/10,6,,"62,974",4/5,20,76
Call of Duty: Ghosts,https://psnprofiles.com/guide/1260-call-of-duty-ghosts-call-of-duty-ghosts-onslaught-dlc-trophy-guide,PS3,7/10,6,,"19,604",5/5,8,14
Outlast,https://psnprofiles.com/guide/8-outlast-trophy-guide,PS4,7/10,7,,"81,457",4/5,24,148
Five Nights at Freddy's 4,https://psnprofiles.com/guide/10557-five-nights-at-freddys-4-trophy-guide,PS4,7/10,7,,"28,585",5/5,5,9
Kung Fu Rider,https://psnprofiles.com/guide/17048-kung-fu-rider-trophy-guide,PS3,7/10,8,,"1,541",,0,2
Tharsis,https://psnprofiles.com/guide/5507-tharsis-trophy-guide,PS4,7/10,8,,"6,267",,0,11
KickBeat,https://psnprofiles.com/guide/1757-kickbeat-trophy-guide,Vita,7/10,10,,"6,330",,0,13
Dead Cells,https://psnprofiles.com/guide/14019-dead-cells-rise-of-the-giant-3-dlc-trophy-guide,PS4,7/10,10,,"7,973",,0,5
Call of Duty: Black Ops III,https://psnprofiles.com/guide/7401-call-of-duty-black-ops-iii-awakening-dlc-trophy-guide,PS3,7/10,10,,"33,709",5/5,5,11
Persona 4: Arena Ultimax,https://psnprofiles.com/guide/16390-persona-4-arena-ultimax-additional-trophy-group-marie-dlc-trophy-guide,PS3,7/10,10,,"2,334",,0,4
Fu'un Super Combo,https://psnprofiles.com/guide/12207-fuun-super-combo-trophy-guide,PS4,7/10,10,,"3,522",,0,6
Need for Speed: Hot Pursuit,https://psnprofiles.com/guide/7350-need-for-speed-hot-pursuit-super-sports-dlc-trophy-guide,PS3,7/10,10,,"14,682",5/5,5,9
Batman: Arkham Knight,https://psnprofiles.com/guide/5285-batman-arkham-knight-community-challenge-dlc-trophy-guide,PS4,7/10,10,,"54,828",5/5,19,47
Dead Cells,https://psnprofiles.com/guide/16302-dead-cells-return-to-castlevania-dlc-trophy-guide,PS4,7/10,10,,"9,302",,0,7
Deep Rock Galactic,https://psnprofiles.com/guide/13607-deep-rock-galactic-missions-dlc-trophy-guide,PS5,7/10,10,,"8,919",,0,3
Call of Duty: Black Ops II,https://psnprofiles.com/guide/2717-call-of-duty-black-ops-ii-apocalypse-dlc-trophy-guide,PS3,7/10,10,,"11,944",4/5,9,11
Racket Fury: Table Tennis VR,https://psnprofiles.com/guide/18190-racket-fury-table-tennis-vr-trophy-guide,PS5 VR,7/10,10,,"1,126",,0,3
Naughty Bear,https://psnprofiles.com/guide/10463-naughty-bear-episode-10-the-horrible-vampiricorn-dlc-trophy-guide,PS3,7/10,10,,"5,519",,0,1
Metro: Last Light,https://psnprofiles.com/guide/15696-metro-last-light-ranger-mode-dlc-trophy-guide,PS3,7/10,10,,"1,837",,0,1
Rage 2,https://psnprofiles.com/guide/10602-rage-2-new-game-dlc-trophy-guide,PS4,7/10,10,,"16,318",,0,7
Dead Cells,https://psnprofiles.com/guide/14034-dead-cells-the-bad-seed-dlc-trophy-guide,PS4,7/10,10,,"8,652",,0,3
Dead Cells,https://psnprofiles.com/guide/14037-dead-cells-fatal-falls-dlc-trophy-guide,PS4,7/10,10,,"8,872",,0,3
KickBeat,https://psnprofiles.com/guide/1758-kickbeat-trophy-guide,PS3,7/10,10,,"3,334",,0,7
Final Fantasy XV,https://psnprofiles.com/guide/7815-final-fantasy-xv-royal-dlc-trophy-guide,PS4,7/10,12,,"104,081",4/5,9,47
Need for Speed: Most Wanted,https://psnprofiles.com/guide/994-need-for-speed-most-wanted-ultimate-speed-dlc-trophy-guide,PS3,7/10,15,,"26,757",5/5,10,17
Gravity Crash,https://psnprofiles.com/guide/1269-gravity-crash-trophy-guide,PS3,7/10,15,,"4,820",,0,1
The King of Fighters 2002 Unlimited Match,https://psnprofiles.com/guide/11667-the-king-of-fighters-2002-unlimited-match-trophy-guide,PS4,7/10,15,,"6,369",,0,5
Okinawa Rush,https://psnprofiles.com/guide/14293-okinawa-rush-trophy-guide,PS4,7/10,15,,"4,085",,0,2
Ninja Senki DX,https://psnprofiles.com/guide/6017-ninja-senki-dx-trophy-guide,PS4 Vita,7/10,15,,"15,312",5/5,6,19
Bloodborne,https://psnprofiles.com/guide/3607-bloodborne-the-old-hunters-dlc-trophy-guide,PS4,7/10,15,,"161,388",4/5,45,116
Nioh 2,https://psnprofiles.com/guide/11066-nioh-2-darkness-in-the-capital-dlc-trophy-guide,PS4,7/10,15,,"47,769",4/5,8,15
Nioh,https://psnprofiles.com/guide/8431-nioh-defiant-honor-dlc-trophy-guide,PS4,7/10,15,,"51,206",5/5,9,28
Call of Duty: WWII,https://psnprofiles.com/guide/11628-call-of-duty-wwii-the-resistance-dlc-trophy-guide,PS4,7/10,15,,"15,465",5/5,8,6
Jet Set Radio,https://psnprofiles.com/guide/18386-jet-set-radio-trophy-guide,PS3,7/10,15,,"2,651",,0,2
Resident Evil 7: Biohazard,https://psnprofiles.com/guide/7616-resident-evil-7-biohazard-banned-footage-vol-1-dlc-trophy-guide,PS4,7/10,15,,"70,380",4/5,26,34
Carnival Games VR,https://psnprofiles.com/guide/13966-carnival-games-vr-trophy-guide,PS4 VR,7/10,15,,"4,295",,0,3
Bejeweled 3,https://psnprofiles.com/guide/18879-bejeweled-3-trophy-guide,PS3,7/10,16,,"1,651",,0,2
Muramasa Rebirth,https://psnprofiles.com/guide/6582-muramasa-rebirth-fishy-tales-of-the-nekomata-dlc-trophy-guide,Vita,7/10,17,,"11,498",5/5,6,11
Guilty Gear XX Λ Core Plus,https://psnprofiles.com/guide/9165-guilty-gear-xx-%CE%BB-core-plus-trophy-guide,PS3,7/10,17,,"8,440",,0,8
Muramasa Rebirth,https://psnprofiles.com/guide/6603-muramasa-rebirth-a-spirited-seven-nights-haunting-dlc-trophy-guide,Vita,7/10,18,,"7,758",,0,13
Far Cry 5,https://psnprofiles.com/guide/7779-far-cry-5-new-game-dlc-trophy-guide,PS4,7/10,20,,"39,267",5/5,10,25
Neon Drive,https://psnprofiles.com/guide/6330-neon-drive-trophy-guide,PS4,7/10,20,,"6,382",4/5,6,3
Vertical Drop Heroes HD,https://psnprofiles.com/guide/15037-vertical-drop-heroes-hd-trophy-guide,PS4 Vita,7/10,20,,"1,690",,0,0
Ni no Kuni II: Revenant Kingdom,https://psnprofiles.com/guide/8884-ni-no-kuni-ii-revenant-kingdom-tale-of-a-timeless-tome-dlc-trophy-guide,PS4,7/10,20,,"73,066",5/5,7,13
Dead Cells,https://psnprofiles.com/guide/14041-dead-cells-the-queen-and-the-sea-dlc-trophy-guide,PS4,7/10,20,,"10,675",,0,4
Nioh,https://psnprofiles.com/guide/8436-nioh-bloodsheds-end-dlc-trophy-guide,PS4,7/10,20,,"45,913",5/5,13,29
Age of Wonders: Planetfall,https://psnprofiles.com/guide/16732-age-of-wonders-planetfall-invasions-dlc-trophy-guide,PS4,7/10,20,,"1,693",,0,0
Sonic The Hedgehog 4: Episode I,https://psnprofiles.com/guide/312-sonic-the-hedgehog-4-episode-i-trophy-guide,PS3,7/10,20,,"12,969",,0,11
Dante's Inferno,https://psnprofiles.com/guide/623-dantes-inferno-trials-of-st-lucia-dlc-trophy-guide,PS3,7/10,20,,"25,440",4/5,15,21
Shovel Knight: Treasure Trove,https://psnprofiles.com/guide/3348-shovel-knight-treasure-trove-plague-of-shadows-dlc-trophy-guide,PS4 PS3 Vita,7/10,25,,"15,636",5/5,6,15
Call of Juarez: Gunslinger,https://psnprofiles.com/guide/2965-call-of-juarez-gunslinger-trophy-guide,PS3,7/10,25,,"18,494",4/5,7,40
Kingdom Come: Deliverance,https://psnprofiles.com/guide/8350-kingdom-come-deliverance-hardcore-mode-dlc-trophy-guide,PS4,7/10,25,,"25,074",4/5,5,9
Action Henk,https://psnprofiles.com/guide/9648-action-henk-trophy-guide,PS4,7/10,25,,"14,484",,0,5
Nioh,https://psnprofiles.com/guide/8421-nioh-dragon-of-the-north-dlc-trophy-guide,PS4,7/10,30,,"56,942",5/5,12,30
Rocksmith,https://psnprofiles.com/guide/5833-rocksmith-bass-expansion-dlc-trophy-guide,PS3,7/10,30,,"2,933",,0,2
Worldless,https://psnprofiles.com/guide/18198-worldless-trophy-guide,PS5,7/10,30,,"8,466",,0,2
Tomb Raider I-III Remastered,https://psnprofiles.com/guide/18980-tomb-raider-i-iii-remastered-tomb-raider-i-dlc-trophy-guide,PS5,7/10,35,,"6,735",,0,8
Nioh 2,https://psnprofiles.com/guide/10615-nioh-2-the-tengus-disciple-dlc-trophy-guide,PS4,7/10,35,,"54,431",4/5,10,16
Planets Under Attack,https://psnprofiles.com/guide/16976-planets-under-attack-trophy-guide,PS3,7/10,40,,"1,296",,0,3
Hustle Kings,https://psnprofiles.com/guide/3580-hustle-kings-trophy-guide,PS4,7/10,50,,"19,770",,0,23
Ecolibrium,https://psnprofiles.com/guide/987-ecolibrium-trophy-guide,Vita,7/10,50,,"6,681",,0,17
Lies of P,https://psnprofiles.com/guide/17643-lies-of-p-trophy-guide,PS5,7/10,50,,"181,723",5/5,37,116
Spelunky,https://psnprofiles.com/guide/14378-spelunky-trophy-guide,PS4 PS3 Vita,7/10,50,,"11,631",5/5,8,12
Knights of Valour,https://psnprofiles.com/guide/8788-knights-of-valour-trophy-guide,PS4,7/10,50,,"8,779",5/5,5,6
Uncharted 4: A Thief's End,https://psnprofiles.com/guide/7438-uncharted-4-a-thiefs-end-uncharted-4-survival-dlc-trophy-guide,PS4,7/10,70,,"90,133",5/5,34,90
Genshin Impact,https://psnprofiles.com/guide/12733-genshin-impact-trophy-guide,PS5,7/10,200,,"102,656",4/5,16,61
Final Fantasy XIV,https://psnprofiles.com/guide/12669-final-fantasy-xiv-heavensward-dlc-trophy-guide,PS5,7/10,999,,"17,541",5/5,6,18
Gonner 2,https://psnprofiles.com/guide/11426-gonner-2-trophy-guide,PS4,8/10,15,0.00%,"5,328",,0,3
NBA 2K16,https://psnprofiles.com/guide/4459-nba-2k16-trophy-guide,PS4,8/10,400,0.02%,"43,245",5/5,10,51
Badland,https://psnprofiles.com/guide/13661-badland-trophy-guide,PS4 PS3 Vita,8/10,100,0.07%,"19,793",4/5,14,18
Rock Band 3,https://psnprofiles.com/guide/6455-rock-band-3-trophy-guide,PS3,8/10,70,0.21%,"10,745",5/5,5,5
MLB The Show 19,https://psnprofiles.com/guide/8798-mlb-the-show-19-trophy-guide,PS4,8/10,150,0.30%,"69,200",3/5,18,30
DJ Hero 2,https://psnprofiles.com/guide/8372-dj-hero-2-trophy-guide,PS3,8/10,80,0.31%,"6,534",,0,5
The Finals,https://psnprofiles.com/guide/18223-the-finals-trophy-guide,PS5,8/10,750,0.31%,"30,918",3/5,47,22
DJ Hero,https://psnprofiles.com/guide/1209-dj-hero-trophy-guide,PS3,8/10,40,0.36%,"8,799",,0,8
Battlezone,https://psnprofiles.com/guide/5794-battlezone-trophy-guide,PS4,8/10,250,0.36%,"11,944",,0,7
Stride,https://psnprofiles.com/guide/14115-stride-trophy-guide,PS4 VR,8/10,15,0.46%,"3,787",,0,6
Nuclear Throne,https://psnprofiles.com/guide/11542-nuclear-throne-trophy-guide,PS4 Vita,8/10,200,0.56%,"17,917",5/5,11,14
R.U.S.E.,https://psnprofiles.com/guide/258-ruse-trophy-guide,PS3,8/10,80,0.58%,"11,756",3/5,12,16
Surgeon Simulator,https://psnprofiles.com/guide/1445-surgeon-simulator-trophy-guide,PS4,8/10,25,0.61%,"61,828",4/5,18,84
OlliOlli2,https://psnprofiles.com/guide/3742-olliolli2-trophy-guide,PS4 Vita,8/10,35,0.64%,"36,196",5/5,9,57
Warface,https://psnprofiles.com/guide/10204-warface-trophy-guide,PS4,8/10,120,0.65%,"41,541",4/5,15,26
Earth Defense Force 2025,https://psnprofiles.com/guide/6188-earth-defense-force-2025-trophy-guide,PS3,8/10,400,0.67%,"19,080",,0,13
Bound,https://psnprofiles.com/guide/4873-bound-trophy-guide,PS4,8/10,40,0.70%,"96,407",4/5,19,72
Just Dance 2017,https://psnprofiles.com/guide/10616-just-dance-2017-trophy-guide,PS4,8/10,50,0.70%,"13,780",5/5,7,4
Crawl,https://psnprofiles.com/guide/13020-crawl-trophy-guide,PS4,8/10,50,0.73%,"6,723",,0,9
F1 23,https://psnprofiles.com/guide/17179-f1-23-trophy-guide,PS5,8/10,70,0.74%,"75,190",5/5,10,33
Call of Duty: Black Ops III,https://psnprofiles.com/guide/3557-call-of-duty-black-ops-iii-trophy-guide,PS4,8/10,100,0.76%,"236,123",5/5,62,341
Ridge Racer Unbounded,https://psnprofiles.com/guide/616-ridge-racer-unbounded-trophy-guide,PS3,8/10,40,0.77%,"9,497",,0,5
Deep Rock Galactic,https://psnprofiles.com/guide/13566-deep-rock-galactic-trophy-guide,PS5,8/10,300,0.79%,"70,489",5/5,33,68
Max Payne 3,https://psnprofiles.com/guide/1210-max-payne-3-trophy-guide,PS3,8/10,70,0.80%,"85,160",4/5,29,82
Hot Shots Golf: World Invitational,https://psnprofiles.com/guide/7082-hot-shots-golf-world-invitational-trophy-guide,PS3,8/10,40,0.81%,"11,911",,0,8
Test Drive Unlimited 2,https://psnprofiles.com/guide/1985-test-drive-unlimited-2-trophy-guide,PS3,8/10,100,0.83%,"13,869",5/5,6,16
Warhammer: Vermintide 2,https://psnprofiles.com/guide/13649-warhammer-vermintide-2-trophy-guide,PS4,8/10,200,0.88%,"30,028",5/5,5,17
Atari Flashback Classics Volume 1,https://psnprofiles.com/guide/11100-atari-flashback-classics-volume-1-trophy-guide,PS4,8/10,20,0.95%,"20,403",5/5,5,7
Grand Theft Auto IV,https://psnprofiles.com/guide/1097-grand-theft-auto-iv-trophy-guide,PS3,8/10,70,0.95%,"201,426",5/5,69,235
The Crew,https://psnprofiles.com/guide/2450-the-crew-trophy-guide,PS4,8/10,140,0.99%,"89,619",5/5,19,99
Dreadnought,https://psnprofiles.com/guide/16013-dreadnought-trophy-guide,PS4,8/10,200,1.00%,"7,122",,0,4
Midnight Club: Los Angeles,https://psnprofiles.com/guide/763-midnight-club-los-angeles-trophy-guide,PS3,8/10,50,1.04%,"30,413",5/5,13,29
Call of Duty: Black Ops II,https://psnprofiles.com/guide/1135-call-of-duty-black-ops-ii-trophy-guide,PS3,8/10,45,1.06%,"91,409",4/5,23,104
Need for Speed: Shift 2 Unleashed,https://psnprofiles.com/guide/1132-need-for-speed-shift-2-unleashed-trophy-guide,PS3,8/10,55,1.08%,"29,358",5/5,9,33
Ace Combat Assault Horizon,https://psnprofiles.com/guide/3218-ace-combat-assault-horizon-trophy-guide,PS3,8/10,80,1.13%,"14,889",5/5,5,16
WipEout Omega Collection,https://psnprofiles.com/guide/8321-wipeout-omega-collection-trophy-guide,PS4,8/10,35,1.14%,"83,949",4/5,21,56
WipEout 2048,https://psnprofiles.com/guide/2578-wipeout-2048-trophy-guide,Vita,8/10,50,1.17%,"18,899",5/5,6,38
Rock Band 4,https://psnprofiles.com/guide/4587-rock-band-4-trophy-guide,PS4,8/10,60,1.20%,"27,933",4/5,10,17
Deception IV: Blood Ties,https://psnprofiles.com/guide/10344-deception-iv-blood-ties-trophy-guide,PS3 Vita,8/10,80,1.20%,"16,509",,0,15
Pac-Man Championship Edition 2,https://psnprofiles.com/guide/8323-pac-man-championship-edition-2-trophy-guide,PS4,8/10,30,1.25%,"55,308",5/5,12,30
Disgaea 4: A Promise Unforgotten,https://psnprofiles.com/guide/1650-disgaea-4-a-promise-unforgotten-trophy-guide,PS3,8/10,200,1.26%,"37,594",4/5,6,42
Sonic & All-Stars Racing Transformed,https://psnprofiles.com/guide/1202-sonic-all-stars-racing-transformed-trophy-guide,Vita,8/10,25,1.28%,"44,988",4/5,14,58
Ninja Gaiden 3,https://psnprofiles.com/guide/3091-ninja-gaiden-3-trophy-guide,PS3,8/10,70,1.32%,"27,600",5/5,7,25
Warhammer: End Times - Vermintide,https://psnprofiles.com/guide/14669-warhammer-end-times-vermintide-trophy-guide,PS4,8/10,100,1.33%,"9,950",4/5,11,6
Wuppo,https://psnprofiles.com/guide/12117-wuppo-trophy-guide,PS4,8/10,35,1.38%,"17,346",5/5,6,18
Outlast 2,https://psnprofiles.com/guide/6571-outlast-2-trophy-guide,PS4,8/10,25,1.39%,"104,150",5/5,16,86
Dirt Rally,https://psnprofiles.com/guide/9413-dirt-rally-trophy-guide,PS4,8/10,70,1.44%,"32,186",4/5,11,18
Payday 2: Crimewave Edition,https://psnprofiles.com/guide/5586-payday-2-crimewave-edition-trophy-guide,PS4,8/10,30,1.46%,"34,910",4/5,17,37
NASCAR The Game: Inside Line,https://psnprofiles.com/guide/476-nascar-the-game-inside-line-trophy-guide,PS3,8/10,70,1.47%,"6,791",5/5,6,6
Blur,https://psnprofiles.com/guide/1173-blur-trophy-guide,PS3,8/10,65,1.48%,"28,751",5/5,6,26
Unravel Two,https://psnprofiles.com/guide/9352-unravel-two-trophy-guide,PS4,8/10,20,1.51%,"75,556",5/5,16,68
Medal of Honor Warfighter,https://psnprofiles.com/guide/148-medal-of-honor-warfighter-trophy-guide,PS3,8/10,80,1.52%,"38,296",4/5,18,52
Lumines,https://psnprofiles.com/guide/18240-lumines-trophy-guide,PS4,8/10,75,1.59%,"3,076",,0,4
Rock Band 4,https://psnprofiles.com/guide/4705-rock-band-4-trophy-guide,PS4,8/10,60,1.62%,"11,869",,0,8
Toukiden: Kiwami,https://psnprofiles.com/guide/3115-toukiden-kiwami-trophy-guide,PS4 Vita,8/10,200,1.62%,"60,065",5/5,20,62
EarthNight,https://psnprofiles.com/guide/12419-earthnight-trophy-guide,PS4,8/10,40,1.73%,"7,693",,0,5
Death Road to Canada,https://psnprofiles.com/guide/8547-death-road-to-canada-trophy-guide,PS4,8/10,60,1.73%,"18,877",5/5,6,16
XCOM: Enemy Unknown Plus,https://psnprofiles.com/guide/4841-xcom-enemy-unknown-plus-trophy-guide,Vita,8/10,45,1.75%,"19,948",,0,18
Furi,https://psnprofiles.com/guide/4650-furi-trophy-guide,PS4,8/10,20,1.77%,"24,328",4/5,15,39
Furi,https://psnprofiles.com/guide/4677-furi-trophy-guide,PS4,8/10,25,1.77%,"63,927",4/5,34,84
Superbeat: Xonic,https://psnprofiles.com/guide/3568-superbeat-xonic-trophy-guide,Vita,8/10,50,1.77%,"26,332",5/5,6,26
BlazBlue: Chronophantasma Extend,https://psnprofiles.com/guide/14143-blazblue-chronophantasma-extend-trophy-guide,PS4 PS3,8/10,60,1.77%,"10,172",,0,5
Hot Shots Golf: World Invitational,https://psnprofiles.com/guide/4713-hot-shots-golf-world-invitational-trophy-guide,Vita,8/10,40,1.78%,"16,826",4/5,6,13
A Pixel Story,https://psnprofiles.com/guide/12314-a-pixel-story-trophy-guide,PS4,8/10,40,1.85%,"10,154",,0,6
Killzone 2,https://psnprofiles.com/guide/1538-killzone-2-trophy-guide,PS3,8/10,50,1.87%,"44,938",5/5,14,63
Left Alive,https://psnprofiles.com/guide/13071-left-alive-trophy-guide,PS4,8/10,70,1.99%,"24,647",5/5,6,12
Agarest: Generations of War Zero,https://psnprofiles.com/guide/2455-agarest-generations-of-war-zero-trophy-guide,PS3,8/10,175,2.04%,"14,175",5/5,5,26
GWENT: The Witcher Card Game,https://psnprofiles.com/guide/8865-gwent-the-witcher-card-game-trophy-guide,PS4,8/10,70,2.09%,"34,012",5/5,7,22
Trials of the Blood Dragon,https://psnprofiles.com/guide/4544-trials-of-the-blood-dragon-trophy-guide,PS4,8/10,20,2.17%,"32,933",4/5,6,24
Downwell,https://psnprofiles.com/guide/6310-downwell-trophy-guide,PS4 Vita,8/10,20,2.26%,"49,668",4/5,17,61
Shadow of the Colossus,https://psnprofiles.com/guide/418-shadow-of-the-colossus-trophy-guide,PS3,8/10,50,2.45%,"62,380",5/5,38,166
Hand of Fate,https://psnprofiles.com/guide/13826-hand-of-fate-trophy-guide,PS4,8/10,35,2.47%,"4,309",,0,6
Eldest Souls,https://psnprofiles.com/guide/14916-eldest-souls-trophy-guide,PS5,8/10,20,2.49%,"30,937",,0,19
Darkest Dungeon,https://psnprofiles.com/guide/9036-darkest-dungeon-trophy-guide,PS4 Vita,8/10,80,2.49%,"80,752",5/5,21,57
Doom,https://psnprofiles.com/guide/9412-doom-trophy-guide,PS4,8/10,15,2.56%,"103,112",4/5,22,66
Devil May Cry 5,https://psnprofiles.com/guide/8989-devil-may-cry-5-trophy-guide,PS4,8/10,70,2.59%,"251,232",5/5,44,190
Mirror's Edge,https://psnprofiles.com/guide/51-mirrors-edge-trophy-guide,PS3,8/10,40,2.74%,"67,232",5/5,36,153
Tony Hawk's Pro Skater 1 + 2,https://psnprofiles.com/guide/10893-tony-hawks-pro-skater-1-2-trophy-guide,PS4,8/10,70,2.78%,"170,225",5/5,22,121
Pato Box,https://psnprofiles.com/guide/15002-pato-box-trophy-guide,Vita,8/10,20,2.89%,"4,320",,0,0
Mother Russia Bleeds,https://psnprofiles.com/guide/6638-mother-russia-bleeds-trophy-guide,PS4,8/10,20,2.89%,"24,883",5/5,5,15
Vikings: Wolves of Midgard,https://psnprofiles.com/guide/19571-vikings-wolves-of-midgard-trophy-guide,PS4,8/10,50,2.89%,"2,224",,0,4
Dragon Ball FighterZ,https://psnprofiles.com/guide/7930-dragon-ball-fighterz-trophy-guide,PS4,8/10,100,2.91%,"115,013",3/5,57,74
